,Season,Date,HID,AID,N,POFF,Open,OddsH,OddsA,H,A,HSC,ASC,HFGM,AFGM,HFGA,AFGA,HFG3M,AFG3M,HFG3A,AFG3A,HFTM,AFTM,HFTA,AFTA,HORB,AORB,HDRB,ADRB,HRB,ARB,HAST,AAST,HSTL,ASTL,HBLK,ABLK,HTOV,ATOV,HPF,APF
1040,1,2008-03-22,19,26,0,0,2008-03-21,1.1068500976714266,6.6895478325533535,1,0,129,120,44.0,43.0,93.0,100.0,13.0,15.0,36.0,40.0,28.0,19.0,37.0,24.0,11.0,19.0,35.0,31.0,46.0,50.0,30.0,27.0,10.0,11.0,7.0,5.0,14.0,17.0,21.0,25.0
1041,1,2008-03-23,31,41,0,0,2008-03-22,1.448238459384003,2.676958053869116,1,0,93,75,34.0,26.0,86.0,83.0,13.0,7.0,33.0,36.0,12.0,16.0,19.0,18.0,15.0,11.0,40.0,33.0,55.0,44.0,25.0,11.0,6.0,6.0,7.0,5.0,12.0,13.0,21.0,19.0
1042,1,2008-03-23,5,33,0,0,2008-03-22,1.8861974749370487,1.852987599294609,1,0,110,107,39.0,39.0,83.0,82.0,8.0,18.0,27.0,36.0,24.0,11.0,27.0,14.0,11.0,7.0,33.0,31.0,44.0,38.0,23.0,25.0,8.0,2.0,3.0,2.0,10.0,12.0,18.0,22.0
1043,1,2008-03-23,30,6,0,0,2008-03-22,1.2196274121437587,4.201104631910118,1,0,129,102,54.0,39.0,103.0,88.0,8.0,10.0,23.0,26.0,13.0,14.0,16.0,21.0,15.0,10.0,33.0,29.0,48.0,39.0,28.0,20.0,12.0,6.0,7.0,6.0,12.0,20.0,21.0,16.0
1044,1,2008-03-23,2,39,0,0,2008-03-22,1.2826106882318142,3.5669461802511533,0,1,125,130,43.0,47.0,95.0,100.0,16.0,15.0,50.0,32.0,23.0,21.0,28.0,30.0,10.0,15.0,35.0,39.0,45.0,54.0,25.0,26.0,9.0,8.0,6.0,2.0,10.0,13.0,22.0,23.0
1045,1,2008-03-23,35,17,0,0,2008-03-22,2.268657699812848,1.5977736320574736,1,0,124,123,44.0,47.0,76.0,97.0,12.0,7.0,26.0,27.0,24.0,22.0,29.0,28.0,10.0,15.0,35.0,20.0,45.0,35.0,24.0,26.0,4.0,12.0,5.0,5.0,24.0,10.0,26.0,21.0
1046,1,2008-03-23,24,26,0,0,2008-03-22,1.1793574992417388,4.796399011335537,1,0,101,91,33.0,38.0,85.0,91.0,9.0,8.0,37.0,35.0,26.0,7.0,33.0,10.0,10.0,8.0,45.0,42.0,55.0,50.0,21.0,20.0,12.0,8.0,3.0,3.0,15.0,18.0,15.0,29.0
1047,1,2008-03-23,32,13,0,0,2008-03-22,1.1673184599003634,5.0191118512885575,1,0,117,102,43.0,38.0,94.0,92.0,21.0,10.0,50.0,32.0,10.0,16.0,14.0,23.0,10.0,15.0,34.0,37.0,44.0,52.0,29.0,22.0,9.0,5.0,3.0,4.0,10.0,14.0,25.0,13.0
1048,1,2008-03-23,29,34,0,0,2008-03-22,1.2963008674389347,3.46037654214924,1,0,119,116,42.0,42.0,97.0,100.0,12.0,14.0,31.0,38.0,23.0,18.0,28.0,25.0,16.0,15.0,38.0,36.0,54.0,51.0,26.0,26.0,8.0,6.0,6.0,7.0,14.0,14.0,25.0,28.0
1049,1,2008-03-24,23,36,0,0,2008-03-23,2.0305174320348662,1.735968625590941,0,1,95,116,34.0,49.0,81.0,91.0,8.0,14.0,27.0,37.0,19.0,4.0,22.0,6.0,5.0,7.0,29.0,34.0,34.0,41.0,20.0,35.0,9.0,10.0,2.0,8.0,16.0,17.0,16.0,21.0
1050,1,2008-03-24,43,6,0,0,2008-03-23,1.5085146170187793,2.485771722102723,0,1,101,116,39.0,46.0,84.0,89.0,7.0,4.0,26.0,16.0,16.0,20.0,26.0,24.0,9.0,11.0,29.0,38.0,38.0,49.0,24.0,21.0,5.0,9.0,5.0,4.0,12.0,13.0,22.0,22.0
1051,1,2008-03-24,14,0,0,0,2008-03-23,1.8089972115774555,1.9358116833335095,1,0,111,105,41.0,41.0,88.0,88.0,10.0,13.0,26.0,39.0,19.0,10.0,22.0,12.0,10.0,7.0,36.0,36.0,46.0,43.0,20.0,27.0,7.0,7.0,5.0,6.0,10.0,13.0,12.0,20.0
1052,1,2008-03-24,15,5,0,0,2008-03-23,2.504373561088345,1.5020086389946705,1,0,126,119,46.0,42.0,79.0,94.0,11.0,18.0,22.0,44.0,23.0,17.0,27.0,21.0,5.0,19.0,31.0,28.0,36.0,47.0,22.0,24.0,6.0,6.0,3.0,4.0,8.0,12.0,16.0,21.0
1053,1,2008-03-24,3,37,0,0,2008-03-23,1.3105938513856457,3.3579445537709947,1,0,106,98,37.0,35.0,79.0,83.0,13.0,10.0,32.0,24.0,19.0,18.0,21.0,22.0,8.0,12.0,30.0,27.0,38.0,39.0,24.0,25.0,8.0,12.0,9.0,3.0,18.0,14.0,23.0,21.0
1054,1,2008-03-24,16,31,0,0,2008-03-23,1.2644444766639409,3.7230668873865875,0,1,107,116,38.0,46.0,87.0,97.0,10.0,9.0,37.0,29.0,21.0,15.0,27.0,16.0,13.0,9.0,36.0,35.0,49.0,44.0,21.0,30.0,4.0,13.0,8.0,4.0,19.0,9.0,17.0,23.0
1055,1,2008-03-24,11,21,0,0,2008-03-23,1.6558146717391338,2.1571919304818294,0,1,125,129,46.0,49.0,105.0,104.0,9.0,12.0,35.0,39.0,24.0,19.0,29.0,22.0,14.0,14.0,36.0,41.0,50.0,55.0,27.0,34.0,9.0,7.0,6.0,6.0,16.0,17.0,26.0,28.0
1056,1,2008-03-24,19,42,0,0,2008-03-23,1.4550888219297917,2.652901028879608,0,1,105,114,39.0,46.0,93.0,94.0,12.0,14.0,39.0,39.0,15.0,8.0,19.0,10.0,12.0,11.0,25.0,40.0,37.0,51.0,24.0,29.0,12.0,6.0,5.0,5.0,13.0,19.0,16.0,19.0
1057,1,2008-03-24,33,35,0,0,2008-03-23,1.0376084418792997,11.840332485402651,1,0,128,92,49.0,28.0,88.0,85.0,17.0,8.0,40.0,35.0,13.0,28.0,22.0,32.0,5.0,7.0,45.0,29.0,50.0,36.0,36.0,16.0,5.0,8.0,6.0,4.0,15.0,14.0,22.0,18.0
1058,1,2008-03-25,41,39,0,0,2008-03-24,2.3740073464692926,1.5511220918189255,0,1,114,118,36.0,43.0,83.0,86.0,9.0,11.0,35.0,32.0,33.0,21.0,44.0,28.0,10.0,6.0,36.0,38.0,46.0,44.0,16.0,29.0,3.0,5.0,2.0,4.0,9.0,7.0,22.0,27.0
1059,1,2008-03-25,26,32,0,0,2008-03-24,3.6380593583716117,1.274075697414656,0,1,105,121,39.0,40.0,84.0,78.0,15.0,19.0,40.0,47.0,12.0,22.0,15.0,30.0,8.0,6.0,37.0,31.0,45.0,37.0,30.0,28.0,6.0,13.0,1.0,2.0,19.0,14.0,23.0,17.0
1060,1,2008-03-25,29,37,0,0,2008-03-24,1.5206335627530436,2.452265011036871,1,0,115,109,43.0,45.0,89.0,87.0,10.0,7.0,34.0,21.0,19.0,12.0,27.0,17.0,10.0,11.0,29.0,35.0,39.0,46.0,28.0,30.0,14.0,8.0,2.0,6.0,13.0,20.0,20.0,20.0
1061,1,2008-03-25,2,17,0,0,2008-03-24,1.0776170641944869,8.115590002536491,1,0,115,101,41.0,33.0,89.0,86.0,15.0,16.0,47.0,43.0,18.0,19.0,27.0,23.0,12.0,8.0,42.0,34.0,54.0,42.0,25.0,20.0,9.0,9.0,4.0,5.0,18.0,19.0,19.0,18.0
1062,1,2008-03-25,30,34,0,0,2008-03-24,1.466917670700226,2.612881396316315,0,1,121,123,49.0,47.0,95.0,94.0,9.0,12.0,25.0,35.0,14.0,17.0,20.0,23.0,14.0,11.0,32.0,30.0,46.0,41.0,25.0,28.0,13.0,16.0,1.0,4.0,21.0,18.0,19.0,19.0
1063,1,2008-03-25,13,0,0,0,2008-03-24,2.2491787092284725,1.6072123136586562,0,1,107,117,36.0,44.0,89.0,91.0,9.0,19.0,36.0,42.0,26.0,10.0,32.0,14.0,13.0,8.0,39.0,38.0,52.0,46.0,25.0,39.0,7.0,6.0,0.0,7.0,13.0,13.0,14.0,25.0
1064,1,2008-03-26,35,36,0,0,2008-03-25,4.8397890047250405,1.1769038433796564,0,1,116,137,45.0,48.0,86.0,85.0,13.0,20.0,31.0,42.0,13.0,21.0,21.0,25.0,8.0,7.0,32.0,33.0,40.0,40.0,23.0,38.0,6.0,7.0,6.0,3.0,14.0,10.0,21.0,18.0
1065,1,2008-03-26,24,21,0,0,2008-03-25,1.300243893285991,3.431264073488191,1,0,119,96,46.0,38.0,102.0,102.0,15.0,10.0,38.0,34.0,12.0,10.0,14.0,13.0,20.0,14.0,45.0,35.0,65.0,49.0,28.0,24.0,8.0,9.0,10.0,2.0,14.0,13.0,14.0,15.0
1066,1,2008-03-26,6,23,0,0,2008-03-25,1.9438725347370636,1.8022538095115783,1,0,126,120,50.0,44.0,106.0,93.0,12.0,14.0,23.0,42.0,14.0,18.0,17.0,23.0,15.0,12.0,33.0,38.0,48.0,50.0,29.0,25.0,10.0,10.0,2.0,9.0,14.0,16.0,16.0,21.0
1067,1,2008-03-26,25,32,0,0,2008-03-25,2.973940631892042,1.376937735562071,1,0,126,125,41.0,42.0,89.0,94.0,13.0,21.0,37.0,48.0,31.0,20.0,39.0,20.0,15.0,11.0,36.0,28.0,51.0,39.0,20.0,19.0,8.0,10.0,0.0,4.0,17.0,14.0,19.0,27.0
1068,1,2008-03-26,15,2,0,0,2008-03-25,4.726373262980666,1.1834362861458345,1,0,107,102,39.0,36.0,93.0,91.0,11.0,13.0,39.0,32.0,18.0,17.0,24.0,21.0,13.0,11.0,41.0,40.0,54.0,51.0,18.0,24.0,4.0,9.0,6.0,7.0,12.0,10.0,17.0,16.0
1069,1,2008-03-26,16,33,0,0,2008-03-25,1.6694055661052551,2.1337105507192824,0,1,114,123,43.0,45.0,103.0,87.0,13.0,14.0,43.0,36.0,15.0,19.0,29.0,21.0,16.0,6.0,32.0,46.0,48.0,52.0,22.0,30.0,6.0,11.0,2.0,5.0,17.0,19.0,22.0,27.0
1070,1,2008-03-26,14,31,0,0,2008-03-25,1.295160610606032,3.4689223027943172,0,1,105,110,38.0,40.0,88.0,86.0,14.0,16.0,34.0,35.0,15.0,14.0,21.0,18.0,10.0,6.0,36.0,42.0,46.0,48.0,30.0,23.0,2.0,6.0,3.0,5.0,8.0,10.0,13.0,21.0
1071,1,2008-03-26,39,19,0,0,2008-03-25,1.3790683128252232,2.963611614224665,1,0,118,115,34.0,45.0,90.0,96.0,11.0,12.0,33.0,32.0,39.0,13.0,43.0,16.0,17.0,10.0,37.0,36.0,54.0,46.0,23.0,22.0,5.0,1.0,5.0,3.0,9.0,9.0,17.0,25.0
1072,1,2008-03-26,3,11,0,0,2008-03-25,1.0895452735706854,7.455448055654052,1,0,126,118,45.0,43.0,91.0,87.0,16.0,10.0,36.0,30.0,20.0,22.0,25.0,25.0,12.0,6.0,36.0,29.0,48.0,35.0,23.0,20.0,6.0,8.0,4.0,6.0,14.0,14.0,17.0,22.0
1073,1,2008-03-27,23,42,0,0,2008-03-26,2.2233865795412604,1.6201456051511598,0,1,108,113,40.0,46.0,79.0,87.0,8.0,14.0,28.0,30.0,20.0,7.0,21.0,11.0,6.0,9.0,32.0,31.0,38.0,40.0,25.0,30.0,4.0,9.0,2.0,4.0,12.0,8.0,15.0,20.0
1074,1,2008-03-27,30,11,0,0,2008-03-26,1.3043276618330735,3.401811196422888,1,0,116,100,41.0,36.0,87.0,92.0,13.0,12.0,35.0,40.0,21.0,16.0,28.0,23.0,12.0,9.0,46.0,34.0,58.0,43.0,24.0,23.0,7.0,5.0,9.0,6.0,12.0,8.0,18.0,22.0
1075,1,2008-03-27,26,36,0,0,2008-03-26,3.221500424312683,1.3316195007615834,1,0,117,114,41.0,43.0,87.0,94.0,19.0,10.0,40.0,32.0,16.0,18.0,23.0,26.0,9.0,14.0,34.0,35.0,43.0,49.0,26.0,25.0,8.0,12.0,5.0,3.0,17.0,15.0,23.0,24.0
1076,1,2008-03-27,43,5,0,0,2008-03-26,2.6261298242370104,1.4629400680297369,0,1,98,118,35.0,38.0,73.0,90.0,7.0,17.0,26.0,42.0,21.0,25.0,26.0,34.0,7.0,19.0,28.0,27.0,35.0,46.0,22.0,23.0,6.0,11.0,4.0,6.0,19.0,15.0,27.0,26.0
1077,1,2008-03-27,0,37,0,0,2008-03-26,1.2537837665045342,3.823623360904868,1,0,112,89,44.0,35.0,89.0,91.0,13.0,6.0,36.0,23.0,11.0,13.0,16.0,17.0,10.0,12.0,40.0,35.0,50.0,47.0,32.0,17.0,6.0,7.0,8.0,3.0,16.0,16.0,19.0,18.0
1078,1,2008-03-27,41,13,0,0,2008-03-26,1.596179646019507,2.2720039513439945,1,0,113,106,43.0,39.0,100.0,88.0,9.0,10.0,29.0,28.0,18.0,18.0,24.0,29.0,15.0,9.0,40.0,40.0,55.0,49.0,26.0,23.0,5.0,6.0,6.0,7.0,10.0,13.0,24.0,21.0
1079,1,2008-03-28,32,14,0,0,2008-03-27,1.2635151504804845,3.7315531510063673,1,0,111,105,36.0,41.0,86.0,90.0,14.0,7.0,37.0,24.0,25.0,16.0,32.0,17.0,8.0,9.0,40.0,39.0,48.0,48.0,12.0,27.0,5.0,6.0,4.0,7.0,10.0,11.0,19.0,23.0
1080,1,2008-03-28,24,25,0,0,2008-03-27,1.2469179935420798,3.892318711817805,1,0,123,119,44.0,47.0,93.0,93.0,14.0,15.0,39.0,38.0,21.0,10.0,27.0,21.0,4.0,10.0,40.0,42.0,44.0,52.0,30.0,28.0,6.0,5.0,5.0,6.0,9.0,13.0,16.0,24.0
1081,1,2008-03-28,2,31,0,0,2008-03-27,1.1665389425067163,5.034425094948945,1,0,116,87,43.0,32.0,85.0,85.0,17.0,11.0,34.0,37.0,13.0,12.0,20.0,23.0,9.0,10.0,43.0,30.0,52.0,40.0,33.0,20.0,5.0,7.0,5.0,6.0,16.0,13.0,23.0,18.0
1082,1,2008-03-28,33,16,0,0,2008-03-27,1.297134587290951,3.454164520626771,0,1,109,116,39.0,42.0,78.0,94.0,13.0,20.0,25.0,43.0,18.0,12.0,21.0,14.0,11.0,12.0,35.0,27.0,46.0,39.0,20.0,30.0,7.0,9.0,7.0,6.0,22.0,13.0,24.0,21.0
1083,1,2008-03-28,17,34,0,0,2008-03-27,1.6619324551456156,2.1465102381680756,0,1,106,111,37.0,37.0,96.0,92.0,9.0,16.0,36.0,42.0,23.0,21.0,32.0,28.0,19.0,11.0,40.0,36.0,59.0,47.0,21.0,21.0,8.0,8.0,9.0,4.0,16.0,14.0,26.0,25.0
1084,1,2008-03-28,35,42,0,0,2008-03-27,4.869136121293627,1.1752750976720552,0,1,93,111,34.0,40.0,90.0,96.0,9.0,15.0,32.0,38.0,16.0,16.0,21.0,19.0,8.0,17.0,37.0,45.0,45.0,62.0,20.0,24.0,3.0,5.0,5.0,5.0,7.0,9.0,15.0,15.0
1085,1,2008-03-28,15,29,0,0,2008-03-27,2.5708130781481078,1.479972799885902,0,1,108,110,43.0,42.0,90.0,82.0,12.0,6.0,31.0,26.0,10.0,20.0,13.0,23.0,8.0,7.0,33.0,36.0,41.0,43.0,14.0,24.0,7.0,6.0,2.0,6.0,13.0,12.0,22.0,16.0
1086,1,2008-03-29,25,13,0,0,2008-03-28,1.6194021384549253,2.224841999216153,0,1,99,112,36.0,40.0,96.0,83.0,10.0,12.0,33.0,26.0,17.0,20.0,22.0,21.0,20.0,13.0,27.0,36.0,47.0,49.0,22.0,25.0,8.0,7.0,4.0,10.0,15.0,19.0,22.0,20.0
1087,1,2008-03-29,6,36,0,0,2008-03-28,3.222740672313138,1.3314171037498235,0,1,83,114,33.0,46.0,92.0,95.0,2.0,11.0,16.0,32.0,15.0,11.0,20.0,15.0,11.0,12.0,34.0,46.0,45.0,58.0,16.0,27.0,6.0,7.0,3.0,8.0,12.0,12.0,16.0,17.0
1088,1,2008-03-29,41,19,0,0,2008-03-28,2.0897381183776935,1.6963289278139306,1,0,124,117,42.0,44.0,95.0,93.0,18.0,19.0,38.0,43.0,22.0,10.0,28.0,15.0,14.0,7.0,39.0,35.0,53.0,42.0,26.0,31.0,7.0,6.0,5.0,8.0,11.0,11.0,15.0,23.0
1089,1,2008-03-29,23,31,0,0,2008-03-28,1.6722926309237114,2.128837157683766,0,1,108,113,41.0,44.0,96.0,88.0,9.0,12.0,30.0,39.0,17.0,13.0,23.0,19.0,21.0,12.0,32.0,32.0,53.0,44.0,25.0,29.0,5.0,5.0,2.0,10.0,12.0,12.0,20.0,23.0
1090,1,2008-03-29,26,39,0,0,2008-03-28,3.2186511041406125,1.3320853147960747,1,0,129,127,49.0,42.0,106.0,91.0,15.0,10.0,47.0,23.0,16.0,33.0,21.0,39.0,15.0,14.0,34.0,38.0,49.0,52.0,28.0,21.0,8.0,7.0,7.0,4.0,12.0,14.0,25.0,15.0
1091,1,2008-03-29,3,5,0,0,2008-03-28,1.2223939205901126,4.166890868478016,1,0,117,112,43.0,42.0,79.0,84.0,11.0,14.0,26.0,34.0,20.0,14.0,27.0,14.0,11.0,6.0,31.0,23.0,42.0,29.0,22.0,24.0,4.0,9.0,4.0,3.0,13.0,8.0,14.0,21.0
1092,1,2008-03-29,0,11,0,0,2008-03-28,1.0681666541205976,8.74308734271438,0,1,91,126,36.0,44.0,90.0,83.0,4.0,21.0,30.0,49.0,15.0,17.0,21.0,22.0,8.0,8.0,28.0,41.0,36.0,49.0,22.0,33.0,6.0,7.0,2.0,2.0,10.0,10.0,22.0,22.0
1093,1,2008-03-29,30,43,0,0,2008-03-28,1.1539534625415349,5.2986636303024985,1,0,112,103,39.0,36.0,92.0,88.0,17.0,9.0,38.0,34.0,17.0,22.0,22.0,26.0,13.0,10.0,38.0,33.0,51.0,43.0,25.0,25.0,7.0,10.0,3.0,4.0,14.0,14.0,19.0,21.0
1094,1,2008-03-30,37,42,0,0,2008-03-29,1.744445932784508,2.018624740899671,1,0,124,88,51.0,33.0,91.0,93.0,8.0,7.0,18.0,29.0,14.0,15.0,17.0,16.0,10.0,15.0,39.0,26.0,49.0,41.0,34.0,21.0,9.0,5.0,5.0,7.0,11.0,17.0,17.0,17.0
1095,1,2008-03-30,2,15,0,0,2008-03-29,1.0432564750774647,11.092630449986554,1,0,127,105,48.0,41.0,87.0,96.0,15.0,11.0,41.0,41.0,16.0,12.0,21.0,17.0,4.0,12.0,41.0,33.0,45.0,45.0,26.0,23.0,8.0,6.0,7.0,1.0,9.0,12.0,13.0,21.0
1096,1,2008-03-30,17,30,0,0,2008-03-29,1.6978207017994045,2.0873949411171515,1,0,111,106,39.0,39.0,85.0,104.0,13.0,14.0,40.0,33.0,20.0,14.0,24.0,23.0,9.0,16.0,47.0,34.0,56.0,50.0,29.0,27.0,4.0,13.0,8.0,4.0,22.0,8.0,22.0,22.0
1097,1,2008-03-30,19,14,0,0,2008-03-29,1.4312581260816417,2.739584346402541,0,1,96,115,38.0,50.0,94.0,98.0,7.0,8.0,35.0,24.0,13.0,7.0,16.0,8.0,11.0,11.0,34.0,40.0,45.0,51.0,23.0,32.0,4.0,1.0,2.0,4.0,8.0,8.0,14.0,19.0
1098,1,2008-03-30,0,5,0,0,2008-03-29,1.2840237675355015,3.555531893661101,1,0,121,114,46.0,39.0,74.0,84.0,13.0,12.0,25.0,31.0,16.0,24.0,19.0,25.0,7.0,10.0,30.0,19.0,37.0,29.0,31.0,25.0,3.0,6.0,5.0,0.0,16.0,8.0,23.0,13.0
1099,1,2008-03-30,33,41,0,0,2008-03-29,1.185054823035031,4.699287110665569,0,1,114,115,45.0,41.0,77.0,93.0,11.0,18.0,26.0,41.0,13.0,15.0,13.0,17.0,3.0,14.0,32.0,25.0,35.0,39.0,29.0,32.0,6.0,12.0,11.0,3.0,13.0,8.0,17.0,17.0
1100,1,2008-03-30,21,32,0,0,2008-03-29,2.728386236603838,1.4342076634103718,0,1,90,113,38.0,42.0,92.0,86.0,7.0,21.0,28.0,49.0,7.0,8.0,10.0,9.0,15.0,13.0,29.0,37.0,44.0,50.0,26.0,24.0,9.0,10.0,3.0,5.0,15.0,19.0,9.0,16.0
1101,1,2008-03-30,35,29,0,0,2008-03-29,3.8282964110444953,1.2533063735737449,0,1,113,124,41.0,38.0,86.0,86.0,9.0,15.0,33.0,35.0,22.0,33.0,25.0,37.0,13.0,12.0,31.0,30.0,44.0,42.0,22.0,24.0,5.0,7.0,7.0,4.0,15.0,9.0,24.0,19.0
1102,1,2008-03-31,3,34,0,0,2008-03-30,1.1671376801299318,5.0226529399453845,1,0,148,144,53.0,49.0,121.0,103.0,14.0,15.0,45.0,42.0,28.0,31.0,36.0,44.0,16.0,15.0,39.0,44.0,55.0,59.0,35.0,25.0,9.0,3.0,5.0,4.0,5.0,16.0,30.0,31.0
1103,1,2008-03-31,25,16,0,0,2008-03-30,2.13903582544027,1.6662772756581812,1,0,115,103,40.0,38.0,89.0,95.0,11.0,12.0,33.0,36.0,24.0,15.0,31.0,20.0,13.0,12.0,44.0,29.0,57.0,41.0,31.0,17.0,8.0,8.0,3.0,4.0,15.0,10.0,18.0,25.0
1104,1,2008-03-31,36,43,0,0,2008-03-30,1.0405759078030532,11.434073002434154,1,0,125,92,48.0,31.0,86.0,76.0,10.0,7.0,21.0,23.0,19.0,23.0,23.0,28.0,10.0,9.0,33.0,27.0,43.0,36.0,31.0,12.0,11.0,8.0,4.0,3.0,14.0,22.0,23.0,18.0
1105,1,2008-03-31,24,39,0,0,2008-03-30,1.7871520106444923,1.9623986305908085,1,0,119,98,45.0,36.0,87.0,73.0,11.0,6.0,29.0,23.0,18.0,20.0,23.0,26.0,13.0,6.0,31.0,33.0,44.0,39.0,28.0,20.0,9.0,4.0,2.0,2.0,7.0,15.0,18.0,18.0
1106,1,2008-04-01,13,29,0,0,2008-03-31,1.738522883055396,2.0269070060679706,0,1,111,122,41.0,46.0,94.0,85.0,9.0,16.0,27.0,32.0,20.0,14.0,33.0,14.0,10.0,3.0,33.0,48.0,43.0,51.0,22.0,30.0,13.0,8.0,1.0,4.0,10.0,18.0,18.0,26.0
1107,1,2008-04-01,2,32,0,0,2008-03-31,1.4581774235179636,2.6422694891223912,1,0,108,94,42.0,36.0,94.0,99.0,14.0,16.0,34.0,52.0,10.0,6.0,13.0,7.0,10.0,8.0,50.0,38.0,60.0,46.0,24.0,17.0,10.0,7.0,6.0,5.0,16.0,13.0,11.0,15.0
1108,1,2008-04-01,17,23,0,0,2008-03-31,1.5566102237431312,2.360764492891291,1,0,124,106,48.0,39.0,89.0,90.0,11.0,6.0,33.0,32.0,17.0,22.0,23.0,27.0,13.0,11.0,39.0,28.0,52.0,39.0,37.0,21.0,9.0,5.0,5.0,4.0,19.0,17.0,21.0,20.0
1109,1,2008-04-01,21,26,0,0,2008-03-31,1.3441883026293815,3.1470259096559254,0,1,120,130,39.0,44.0,83.0,97.0,12.0,19.0,34.0,51.0,30.0,23.0,40.0,26.0,8.0,9.0,37.0,32.0,45.0,41.0,28.0,30.0,10.0,13.0,6.0,4.0,24.0,16.0,23.0,26.0
1110,1,2008-04-01,31,24,0,0,2008-03-31,1.6403187864795508,2.1851018785354976,0,1,99,104,36.0,37.0,86.0,89.0,10.0,14.0,33.0,42.0,17.0,16.0,21.0,23.0,6.0,15.0,33.0,40.0,39.0,55.0,25.0,27.0,10.0,5.0,1.0,5.0,12.0,15.0,22.0,19.0
1111,1,2008-04-01,42,5,0,0,2008-03-31,1.2827079154097487,3.5661576343182615,1,0,95,92,37.0,36.0,87.0,102.0,7.0,11.0,27.0,42.0,14.0,9.0,20.0,13.0,11.0,17.0,45.0,39.0,56.0,56.0,22.0,19.0,3.0,5.0,2.0,2.0,14.0,6.0,19.0,21.0
1112,1,2008-04-01,41,14,0,0,2008-03-31,1.9545071558505402,1.7935185312044435,1,0,125,116,46.0,44.0,100.0,108.0,13.0,13.0,42.0,39.0,20.0,15.0,28.0,21.0,5.0,17.0,40.0,43.0,45.0,60.0,30.0,24.0,9.0,4.0,5.0,5.0,6.0,13.0,18.0,21.0
1113,1,2008-04-01,15,19,0,0,2008-03-31,2.6506204164643923,1.4557481602287743,0,1,106,116,39.0,46.0,80.0,91.0,9.0,10.0,28.0,25.0,19.0,14.0,25.0,19.0,3.0,11.0,33.0,35.0,36.0,46.0,24.0,23.0,4.0,8.0,1.0,3.0,15.0,10.0,21.0,21.0
1114,1,2008-04-01,33,6,0,0,2008-03-31,1.0840200059687872,7.745313436575566,1,0,112,103,42.0,39.0,86.0,86.0,12.0,8.0,28.0,23.0,16.0,17.0,16.0,20.0,2.0,7.0,37.0,38.0,39.0,45.0,28.0,20.0,13.0,12.0,7.0,2.0,15.0,18.0,16.0,16.0
1115,1,2008-04-01,11,30,0,0,2008-03-31,1.5442466319673318,2.3909465805831496,0,1,121,125,39.0,44.0,77.0,87.0,15.0,10.0,45.0,23.0,28.0,27.0,32.0,32.0,7.0,12.0,31.0,25.0,38.0,37.0,27.0,27.0,1.0,4.0,6.0,1.0,11.0,7.0,26.0,23.0
1116,1,2008-04-02,16,37,0,0,2008-04-01,1.548832983057387,2.379603438032099,1,0,107,99,41.0,40.0,92.0,92.0,13.0,13.0,36.0,31.0,12.0,6.0,19.0,11.0,9.0,8.0,35.0,37.0,44.0,45.0,29.0,26.0,7.0,4.0,7.0,6.0,7.0,12.0,14.0,17.0
1117,1,2008-04-02,43,23,0,0,2008-04-01,2.1156252929720445,1.68023828292211,0,1,121,124,43.0,43.0,87.0,90.0,14.0,9.0,37.0,25.0,21.0,29.0,26.0,43.0,11.0,15.0,37.0,37.0,48.0,52.0,22.0,18.0,9.0,10.0,7.0,3.0,15.0,10.0,28.0,20.0
1118,1,2008-04-02,25,0,0,0,2008-04-01,2.354210149442021,1.5593641125716937,0,1,103,118,39.0,45.0,100.0,84.0,10.0,15.0,31.0,31.0,15.0,13.0,21.0,15.0,19.0,6.0,32.0,40.0,51.0,46.0,22.0,30.0,11.0,9.0,5.0,7.0,10.0,14.0,16.0,19.0
1119,1,2008-04-02,36,17,0,0,2008-04-01,1.1277148083930784,5.976958388389076,1,0,115,100,41.0,37.0,83.0,97.0,10.0,9.0,32.0,27.0,23.0,17.0,36.0,24.0,8.0,8.0,46.0,32.0,54.0,40.0,33.0,21.0,4.0,9.0,5.0,5.0,11.0,6.0,18.0,23.0
1120,1,2008-04-02,6,3,0,0,2008-04-01,3.840328076995254,1.2520843065722926,0,1,98,118,39.0,43.0,91.0,83.0,5.0,11.0,23.0,32.0,15.0,21.0,19.0,25.0,16.0,9.0,28.0,36.0,44.0,45.0,22.0,30.0,4.0,4.0,0.0,3.0,10.0,8.0,19.0,16.0
1121,1,2008-04-03,32,42,0,0,2008-04-02,1.3191593733027,3.300442863866816,1,0,112,85,40.0,31.0,87.0,84.0,15.0,4.0,40.0,24.0,17.0,19.0,20.0,20.0,11.0,7.0,35.0,31.0,46.0,38.0,22.0,22.0,8.0,7.0,3.0,3.0,10.0,15.0,19.0,17.0
1122,1,2008-04-03,14,15,0,0,2008-04-02,1.1023078088387512,6.872467317093403,1,0,116,110,45.0,45.0,85.0,92.0,14.0,12.0,33.0,29.0,12.0,8.0,17.0,10.0,4.0,14.0,29.0,35.0,33.0,49.0,27.0,18.0,8.0,6.0,6.0,1.0,11.0,14.0,14.0,20.0
1123,1,2008-04-03,39,34,0,0,2008-04-02,1.2074913414278203,4.360189713140665,1,0,123,110,45.0,40.0,90.0,90.0,12.0,11.0,25.0,32.0,21.0,19.0,28.0,29.0,9.0,11.0,36.0,34.0,45.0,45.0,27.0,25.0,10.0,4.0,3.0,3.0,10.0,15.0,23.0,22.0
